timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1595802779285,10,create new client,200,,Thread Group 1-16,text,true,,183,207,16,16,http://3.17.24.20/client/new/100,10,0,4
1595802779188,93,create new client,200,,Thread Group 1-11,text,true,,183,207,15,15,http://3.17.24.20/client/new/100,89,0,67
1595802779186,97,create new client,200,,Thread Group 1-1,text,true,,183,207,15,15,http://3.17.24.20/client/new/100,88,0,70
1595802779186,95,create new client,200,,Thread Group 1-9,text,true,,183,207,15,15,http://3.17.24.20/client/new/100,91,0,69
1595802779186,93,create new client,200,,Thread Group 1-10,text,true,,183,207,15,15,http://3.17.24.20/client/new/100,93,0,69
1595802779182,100,create new client,200,,Thread Group 1-3,text,true,,183,207,15,15,http://3.17.24.20/client/new/100,95,0,73
1595802779186,96,create new client,200,,Thread Group 1-7,text,true,,183,207,15,15,http://3.17.24.20/client/new/100,91,0,69
1595802779218,61,create new client,200,,Thread Group 1-12,text,true,,183,207,15,15,http://3.17.24.20/client/new/100,61,0,37
1595802779248,31,create new client,200,,Thread Group 1-14,text,true,,183,207,15,15,http://3.17.24.20/client/new/100,30,0,7
1595802779228,53,create new client,200,,Thread Group 1-13,text,true,,183,207,15,15,http://3.17.24.20/client/new/100,49,0,27
1595802779332,5,create new client,200,,Thread Group 1-18,text,true,,183,207,18,18,http://3.17.24.20/client/new/100,5,0,1
1595802779186,95,create new client,200,,Thread Group 1-2,text,true,,183,207,15,15,http://3.17.24.20/client/new/100,95,0,69
1595802779186,95,create new client,200,,Thread Group 1-5,text,true,,183,207,15,15,http://3.17.24.20/client/new/100,95,0,69
1595802779186,97,create new client,200,,Thread Group 1-8,text,true,,183,207,15,15,http://3.17.24.20/client/new/100,97,0,69
1595802779266,15,create new client,200,,Thread Group 1-15,text,true,,183,207,15,15,http://3.17.24.20/client/new/100,11,0,1
1595802779186,98,create new client,200,,Thread Group 1-6,text,true,,183,207,15,15,http://3.17.24.20/client/new/100,98,0,71
1595802779306,4,create new client,200,,Thread Group 1-17,text,true,,183,207,17,17,http://3.17.24.20/client/new/100,4,0,1
1595802779186,96,create new client,200,,Thread Group 1-4,text,true,,183,207,15,15,http://3.17.24.20/client/new/100,90,0,72
1595802779348,4,create new client,200,,Thread Group 1-19,text,true,,183,207,19,19,http://3.17.24.20/client/new/100,4,0,1
1595802779352,8,create new transaction,200,,Thread Group 1-11,text,true,,198,290,19,19,http://3.17.24.20/transaction,8,0,0
1595802779352,10,create new transaction,200,,Thread Group 1-1,text,true,,198,290,19,19,http://3.17.24.20/transaction,9,0,0
1595802779353,10,create new transaction,200,,Thread Group 1-10,text,true,,198,290,19,19,http://3.17.24.20/transaction,9,0,0
1595802779353,10,create new transaction,200,,Thread Group 1-19,text,true,,198,290,19,19,http://3.17.24.20/transaction,10,0,0
1595802779353,11,create new transaction,200,,Thread Group 1-7,text,true,,198,290,19,19,http://3.17.24.20/transaction,11,0,0
1595802779352,15,create new transaction,200,,Thread Group 1-9,text,true,,198,290,20,20,http://3.17.24.20/transaction,15,0,0
1595802779361,25,get balance,200,,Thread Group 1-11,text,true,,157,189,21,21,http://3.17.24.20/client/1/balance,25,0,0
1595802779353,34,create new transaction,200,,Thread Group 1-12,text,true,,198,290,21,21,http://3.17.24.20/transaction,34,0,0
1595802779363,23,get balance,200,,Thread Group 1-10,text,true,,157,189,21,21,http://3.17.24.20/client/1/balance,23,0,0
1595802779354,37,create new transaction,200,,Thread Group 1-14,text,true,,198,290,19,19,http://3.17.24.20/transaction,37,0,0
1595802779354,38,create new transaction,200,,Thread Group 1-13,text,true,,198,290,19,19,http://3.17.24.20/transaction,38,0,0
1595802779354,39,create new transaction,200,,Thread Group 1-18,text,true,,198,290,19,19,http://3.17.24.20/transaction,39,0,0
1595802779354,40,create new transaction,200,,Thread Group 1-2,text,true,,198,290,19,19,http://3.17.24.20/transaction,40,0,0
1595802779353,42,create new transaction,200,,Thread Group 1-3,text,true,,198,290,19,19,http://3.17.24.20/transaction,42,0,0
1595802779355,42,create new transaction,200,,Thread Group 1-5,text,true,,198,290,19,19,http://3.17.24.20/transaction,42,0,0
1595802779355,43,create new transaction,200,,Thread Group 1-8,text,true,,198,290,19,19,http://3.17.24.20/transaction,43,0,0
1595802779362,42,get balance,200,,Thread Group 1-1,text,true,,157,189,20,20,http://3.17.24.20/client/1/balance,41,0,0
1595802779356,49,create new transaction,200,,Thread Group 1-16,text,true,,198,290,19,19,http://3.17.24.20/transaction,49,0,0
1595802779355,51,create new transaction,200,,Thread Group 1-6,text,true,,198,290,19,19,http://3.17.24.20/transaction,51,0,0
1595802779355,52,create new transaction,200,,Thread Group 1-15,text,true,,198,290,19,19,http://3.17.24.20/transaction,52,0,0
1595802779356,52,create new transaction,200,,Thread Group 1-4,text,true,,198,290,19,19,http://3.17.24.20/transaction,52,0,0
1595802779365,52,get balance,200,,Thread Group 1-7,text,true,,157,189,19,19,http://3.17.24.20/client/1/balance,52,0,0
1595802779356,63,create new transaction,200,,Thread Group 1-17,text,true,,198,290,18,18,http://3.17.24.20/transaction,63,0,0
1595802779366,55,create new client,200,,Thread Group 1-20,text,true,,183,207,18,18,http://3.17.24.20/client/new/100,55,0,1
